,time,xpos,ypos,zpos,xdot,ydot,zdot,roll,pitch,yaw,ang_roll,ang_pitch,ang_yaw,in_roll,in_pitch,in_yaw,target_xpos,target_ypos,target_zpos,payload_temp,energy,adcs_mode,payload_mode
1536,61.44,471401.81891123217,0.0,-400000.0,7672.555646341823,0.0,0.0,1.496797590101291e-08,-1.0663220159395654,-0.11109279301356015,-4.268236557199317e-08,-0.014606084248553714,-0.00385582989087482,0.0,-1.0757913137809567,-0.11361236328075972,685790.0,-24480.0,0.0,19.93164872185352,22.439999999999245,3.0,5.0
1537,61.480000000000004,471708.7211370858,0.0,-400000.0,7672.555646341823,0.0,0.0,1.3309234242262319e-08,-1.0669063568605364,-0.11124713290534063,-3.7964730427795104e-08,-0.014615822629647971,-0.0038665106080966486,0.0,-1.0763817834337588,-0.11377371890984894,685790.0,-24480.0,0.0,19.93164872185352,22.41999999999924,3.0,5.0
1538,61.52,472015.62336293946,0.0,-400000.0,7672.555646341823,0.0,0.0,1.1833847134905077e-08,-1.0674910866655325,-0.11140190047045308,-3.376705908132604e-08,-0.014625497605732249,-0.003877235843551843,0.0,-1.0769726183130672,-0.1139355315271088,685790.0,-24480.0,0.0,19.93164872185352,22.39999999999924,3.0,5.0
1539,61.56,472322.5255887931,0.0,-400000.0,7672.555646341823,0.0,0.0,1.0521603863761559e-08,-1.0680762028851423,-0.11155709749179576,-3.0032223010337986e-08,-0.014635115672279403,-0.0038880058153088017,0.0,-1.0775638182982008,-0.11409780306819173,685790.0,-24480.0,0.0,19.93164872185352,22.379999999999235,3.0,5.0
1540,61.6,472629.42781464674,0.0,-400000.0,7672.555646341823,0.0,0.0,9.35451450466331e-09,-1.0686617033026358,-0.11171272576103583,-2.670934824386543e-08,-0.014644682630423372,-0.0038988207459700495,0.0,-1.078155383266985,-0.11426053547964873,685790.0,-24480.0,0.0,19.93164872185352,22.359999999999232,3.0,5.0
1541,61.64,472936.3300405004,0.0,-400000.0,7672.555646341823,0.0,0.0,8.316566758477181e-09,-1.0692475859269441,-0.1118687870787876,-2.375313333474954e-08,-0.014654203660086787,-0.003909680862373487,0.0,-1.0787473130957448,-0.11442373071900573,685790.0,-24480.0,0.0,19.890009035592108,22.33999999999923,3.0,5.0
1542,61.68,473243.232266354,0.0,-400000.0,7672.555646341823,0.0,0.0,7.39350930476008e-09,-1.0698338489684833,-0.11202528325477921,-2.1123241365493622e-08,-0.014663683385490447,-0.003920586395327817,0.0,-1.0793396076593011,-0.1145873907548407,685790.0,-24480.0,0.0,19.890009035592108,22.319999999999226,3.0,5.0
1543,61.72,473550.13449220767,0.0,-400000.0,7672.555646341823,0.0,0.0,6.572658795920384e-09,-1.0704204908175288,-0.1121822161080091,-1.8783757993253297e-08,-0.014673125933827273,-0.003931537579378475,0.0,-1.0799322668309657,-0.11475151756686144,685790.0,-24480.0,0.0,19.890009035592108,22.299999999999223,3.0,5.0
1544,61.76,473857.0367180613,0.0,-400000.0,7672.555646341823,0.0,0.0,5.8427279237087466e-09,-1.071007510024875,-0.11233958746689328,-1.6702708397739097e-08,-0.014682534987804252,-0.003942534652600741,0.0,-1.0805252904825347,-0.11491611314598396,685790.0,-24480.0,0.0,19.890009035592108,22.27999999999922,3.0,5.0
1545,61.800000000000004,474163.93894391495,0.0,-400000.0,7672.555646341823,0.0,0.0,5.193672267428405e-09,-1.071594905284539,-0.11249739916940468,-1.4851626762360337e-08,-0.014691913832685389,-0.003953577856417139,0.0,-1.0811186784842854,-0.11508117949441157,685790.0,-24480.0,0.0,19.890009035592108,22.259999999999216,3.0,5.0
1546,61.84,474470.8411697686,0.0,-400000.0,7672.555646341823,0.0,0.0,4.616553881000914e-09,-1.0721826754182957,-0.11265565306320538,-1.320517260372512e-08,-0.014701265398403579,-0.003964667435436441,0.0,-1.0817124307049706,-0.11524671862571458,685790.0,-24480.0,0.0,20.029257191714244,22.239999999999213,3.0,5.0
1547,61.88,474777.74339562224,0.0,-400000.0,7672.555646341823,0.0,0.0,4.103419797129246e-09,-1.0727708193618515,-0.11281435100577257,-1.1740788876282032e-08,-0.014710592297251733,-0.0039758036373120234,0.0,-1.0823065470118125,-0.11541273256491073,685790.0,-24480.0,0.0,20.029257191714244,22.21999999999921,3.0,5.0
1548,61.92,475084.6456214759,0.0,-400000.0,7672.555646341823,0.0,0.0,3.6471938241113765e-09,-1.0733593361524858,-0.11297349486451909,-1.0438397325186728e-08,-0.014719896857612574,-0.003986986712617398,0.0,-1.0829010272704986,-0.11557922334854627,685790.0,-24480.0,0.0,20.029257191714244,22.199999999999207,3.0,5.0
1549,61.96,475391.5478473295,0.0,-400000.0,7672.555646341823,0.0,0.0,3.2415801869175546e-09,-1.073948224918005,-0.11313308651690908,-9.280127048333219e-09,-0.01472918115413765,-0.003998216914737151,0.0,-1.0834958713451766,-0.11574619302477777,685790.0,-24480.0,0.0,20.029257191714244,22.179999999999204,3.0,5.0
1550,62.0,475698.45007318316,0.0,-400000.0,7672.555646341823,0.0,0.0,2.8809777212273225e-09,-1.07453748486687,-0.11329312785056941,-8.250072664108146e-09,-0.014738447034745807,-0.004009494499771544,0.0,-1.0840910790984482,-0.11591364365345452,685790.0,-24480.0,0.0,20.029257191714244,22.1599999999992,3.0,5.0
1551,62.04,476005.3522990368,0.0,-400000.0,7672.555646341823,0.0,0.0,2.560403469260438e-09,-1.075127115279376,-0.11345362076339754,-7.334078870357885e-09,-0.014747696144772565,-0.0040208197264533976,0.0,-1.0846866503913657,-0.11608157730620175,685790.0,-24480.0,0.0,20.159158092354172,22.139999999999198,3.0,5.0
1552,62.08,476312.25452489045,0.0,-400000.0,7672.555646341823,0.0,0.0,2.2754246512456437e-09,-1.0757171154997704,-0.11361456716366597,-6.51954852726959e-09,-0.014756929948567353,-0.00403219285607585,0.0,-1.0852825850834247,-0.11624999606650452,685790.0,-24480.0,0.0,20.159158092354172,22.119999999999195,3.0,5.0
1553,62.120000000000005,476619.1567507441,0.0,-400000.0,7672.555646341823,0.0,0.0,2.022098097875823e-09,-1.0763074849292127,-0.11377596897012406,-5.795271706800926e-09,-0.01476614974880634,-0.0040436141524298795,0.0,-1.0858788830325605,-0.11641890202979224,685790.0,-24480.0,0.0,20.159158092354172,22.09999999999919,3.0,5.0
1554,62.160000000000004,476926.05897659773,0.0,-400000.0,7672.555646341823,0.0,0.0,1.7969163285477554e-09,-1.076898223019484,-0.11393782811209736,-5.151273427923332e-09,-0.014775356703759521,-0.004055083881750509,0.0,-1.0864755440951424,-0.11658829730352406,685790.0,-24480.0,0.0,20.159158092354172,22.07999999999919,3.0,5.0
1555,62.2,477232.9612024514,0.0,-400000.0,7672.555646341823,0.0,0.0,1.5967595488750663e-09,-1.0774893292673702,-0.11410014652958494,-4.578678043823865e-09,-0.01478455184272661,-0.004066602312670789,0.0,-1.0870725681259676,-0.11675818400727488,685790.0,-24480.0,0.0,20.159158092354172,22.059999999999185,3.0,5.0
1556,62.24,477539.863428305,0.0,-400000.0,7672.555646341823,0.0,0.0,1.4188529200513387e-09,-1.0780808032096454,-0.11426292617335486,-4.069588467518758e-09,-0.014793736079834434,-0.004078169716182713,0.0,-1.0876699549782574,-0.11692856427282211,685790.0,-24480.0,0.0,20.02299944977594,22.039999999999182,3.0,5.0
1557,62.28,477846.76565415866,0.0,-400000.0,7672.555646341823,0.0,0.0,1.2607285231604483e-09,-1.0786726444185906,-0.11442616900503816,-3.616978618908832e-09,-0.014802910226367707,-0.0040897863656043166,0.0,-1.0882677045036504,-0.11709944024423323,685790.0,-24480.0,0.0,20.02299944977594,22.01999999999918,3.0,5.0
1558,62.32,478153.6678800123,0.0,-400000.0,7672.555646341823,0.0,0.0,1.1201915044060986e-09,-1.079264852497994,-0.11458987699722169,-3.2145976516924232e-09,-0.014812075001788067,-0.004101452536552329,0.0,-1.0888658165521987,-0.11727081407795402,685790.0,-24480.0,0.0,20.02299944977594,21.999999999999176,3.0,5.0
1559,62.36,478460.57010586595,0.0,-400000.0,7672.555646341823,0.0,0.0,9.952899432866015e-10,-1.0798574270795798,-0.11475405213353977,-2.8568846750155436e-09,-0.01482123104357943,-0.004113168506919758,0.0,-1.0894642909723613,-0.11744268794289763,685790.0,-24480.0,0.0,20.02299944977594,21.979999999999173,3.0,5.0
1560,62.4,478767.4723317196,0.0,-400000.0,7672.555646341823,0.0,0.0,8.842880357101853e-10,-1.0804503678198183,-0.11491869640876506,-2.5388928243101667e-09,-0.01483037891604333,-0.004124934556857913,0.0,-1.0900631276109989,-0.11761506402053433,685790.0,-24480.0,0.0,20.02299944977594,21.95999999999917,3.0,5.0
1561,62.440000000000005,479074.37455757323,0.0,-400000.0,7672.555646341823,0.0,0.0,7.856422285875664e-10,-1.0810436743970804,-0.11508381182889878,-2.2562216602626032e-09,-0.01483951911815616,-0.0041367509687623835,0.0,-1.0906623263133695,-0.11778794450498212,685790.0,-24480.0,0.0,20.0187337895487,21.939999999999166,3.0,5.0
1562,62.480000000000004,479381.2767834269,0.0,-400000.0,7672.555646341823,0.0,0.0,6.979799821387772e-10,-1.0816373465090965,-0.11524940041126026,-2.004956985884447e-09,-0.014848652090586487,-0.004148618027262561,0.0,-1.0912618869231219,-0.11796133160309805,685790.0,-24480.0,0.0,20.0187337895487,21.919999999999163,3.0,5.0
1563,62.52,479688.1790092805,0.0,-400000.0,7672.555646341823,0.0,0.0,6.200808715338224e-10,-1.082231383870688,-0.11541546418457635,-1.781617270675494e-09,-0.014857778221962187,-0.004160536019214357,0.0,-1.0918618092822905,-0.1181352275345704,685790.0,-24480.0,0.0,20.0187337895487,21.89999999999916,3.0,5.0
